`09:33:18 | INFO     | Starting Steam daily crawler …
09:40:03 | INFO     | Added app 3824650 to watchlist (early stage)
09:40:03 | INFO     | Added app 3847260 to watchlist (early stage)
09:40:03 | INFO     | Added app 3204110 to watchlist (early stage)
09:40:03 | INFO     | Added app 3836980 to watchlist (early stage)
09:40:03 | INFO     | Added app 3830830 to watchlist (early stage)
09:40:03 | INFO     | Added app 3845150 to watchlist (early stage)
09:40:03 | INFO     | Added app 3820590 to watchlist (early stage)
09:40:03 | INFO     | Added app 2771970 to watchlist (early stage)
09:40:03 | INFO     | Added app 3564550 to watchlist (early stage)
09:40:03 | INFO     | Added app 2987000 to watchlist (early stage)
09:40:03 | INFO     | Added app 2970640 to watchlist (early stage)
09:40:03 | INFO     | Added app 3857420 to watchlist (early stage)
09:40:03 | INFO     | Added app 3851370 to watchlist (early stage)
09:40:03 | INFO     | Added app 2941990 to watchlist (early stage)
09:40:03 | INFO     | Added app 2268240 to watchlist (early stage)
09:40:03 | INFO     | Added app 3830800 to watchlist (early stage)
09:40:03 | INFO     | Added app 3855480 to watchlist (early stage)
09:40:03 | INFO     | Added app 1709140 to watchlist (early stage)
09:40:03 | INFO     | Added app 3859550 to watchlist (early stage)
09:40:03 | INFO     | Added app 3705910 to watchlist (early stage)
09:40:03 | INFO     | Added app 3843140 to watchlist (early stage)
09:40:03 | INFO     | Added app 3818480 to watchlist (early stage)
09:40:03 | INFO     | Added app 3824740 to watchlist (early stage)
09:40:03 | INFO     | Added app 3861600 to watchlist (early stage)
09:40:03 | INFO     | Added app 3826810 to watchlist (early stage)
09:40:03 | INFO     | Added app 3851490 to watchlist (early stage)
09:40:03 | INFO     | Added app 3820660 to watchlist (early stage)
09:40:03 | INFO     | Added app 3843310 to watchlist (early stage)
09:40:03 | INFO     | Added app 3814600 to watchlist (early stage)
09:40:03 | INFO     | Added app 3859480 to watchlist (early stage)
09:40:03 | INFO     | Added app 1676500 to watchlist (early stage)
09:40:03 | INFO     | Added app 3773580 to watchlist (early stage)
09:40:03 | INFO     | Added app 3777690 to watchlist (early stage)
09:40:03 | INFO     | Added app 3828910 to watchlist (early stage)
09:40:03 | INFO     | Added app 3847410 to watchlist (early stage)
09:40:03 | INFO     | Added app 3548390 to watchlist (early stage)
09:40:03 | INFO     | Added app 3851460 to watchlist (early stage)
09:40:03 | INFO     | Added app 3812500 to watchlist (early stage)
09:40:03 | INFO     | Added app 3781840 to watchlist (early stage)
09:40:03 | INFO     | Added app 3820770 to watchlist (early stage)
09:40:03 | INFO     | Added app 3853470 to watchlist (early stage)
09:40:03 | INFO     | Added app 3810500 to watchlist (early stage)
09:40:03 | INFO     | Added app 3859680 to watchlist (early stage)
09:40:03 | INFO     | Added app 3851430 to watchlist (early stage)
09:40:03 | INFO     | Added app 3679380 to watchlist (early stage)
09:40:03 | INFO     | Added app 3828880 to watchlist (early stage)
09:40:03 | INFO     | Added app 3859720 to watchlist (early stage)
09:40:03 | INFO     | Added app 3859710 to watchlist (early stage)
09:40:03 | INFO     | Added app 2069730 to watchlist (early stage)
09:40:03 | INFO     | Added app 3855620 to watchlist (early stage)
09:40:03 | INFO     | Added app 3849460 to watchlist (early stage)
09:40:03 | INFO     | Added app 3763460 to watchlist (early stage)
09:40:03 | INFO     | Added app 3851500 to watchlist (early stage)
09:40:03 | INFO     | Added app 3855490 to watchlist (early stage)
09:40:03 | INFO     | Added app 3853580 to watchlist (early stage)
09:40:03 | INFO     | Added app 3845390 to watchlist (early stage)
09:40:03 | INFO     | Added app 3054900 to watchlist (early stage)
09:40:03 | INFO     | Added app 3708180 to watchlist (early stage)
09:40:03 | INFO     | Added app 3820840 to watchlist (early stage)
09:40:03 | INFO     | Added app 3841380 to watchlist (early stage)
09:40:03 | INFO     | Added app 3855690 to watchlist (early stage)
09:40:04 | INFO     | Added app 3857770 to watchlist (early stage)
09:40:04 | INFO     | Added app 3831140 to watchlist (early stage)
09:40:04 | INFO     | Added app 3839350 to watchlist (early stage)
09:40:04 | INFO     | Added app 3550540 to watchlist (early stage)
09:40:04 | INFO     | Added app 2751790 to watchlist (early stage)
09:40:04 | INFO     | Added app 1680750 to watchlist (early stage)
09:40:04 | INFO     | Added app 3808560 to watchlist (early stage)
09:40:04 | INFO     | Added app 3837310 to watchlist (early stage)
09:40:04 | INFO     | Added app 3833150 to watchlist (early stage)
09:40:04 | INFO     | Added app 3839320 to watchlist (early stage)
09:40:04 | INFO     | Added app 3812730 to watchlist (early stage)
09:40:04 | INFO     | Added app 3642750 to watchlist (early stage)
09:40:04 | INFO     | Added app 3843430 to watchlist (early stage)
09:40:04 | INFO     | Added app 3808590 to watchlist (early stage)
09:40:04 | INFO     | Added app 3628420 to watchlist (early stage)
09:40:04 | INFO     | Added app 3812690 to watchlist (early stage)
09:40:04 | INFO     | Added app 3827080 to watchlist (early stage)
09:40:04 | INFO     | Added app 3845460 to watchlist (early stage)
09:40:04 | INFO     | Added app 3353940 to watchlist (early stage)
09:40:04 | INFO     | Added app 3822990 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851600 to watchlist (early stage)
09:40:04 | INFO     | Added app 3849500 to watchlist (early stage)
09:40:04 | INFO     | Added app 3855760 to watchlist (early stage)
09:40:04 | INFO     | Added app 3857800 to watchlist (early stage)
09:40:04 | INFO     | Added app 3849640 to watchlist (early stage)
09:40:04 | INFO     | Added app 3827100 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851700 to watchlist (early stage)
09:40:04 | INFO     | Added app 1932720 to watchlist (early stage)
09:40:04 | INFO     | Fetched details for 300/420 apps
09:40:04 | INFO     | Added app 3794370 to watchlist (early stage)
09:40:04 | INFO     | Added app 3351980 to watchlist (early stage)
09:40:04 | INFO     | Added app 3853770 to watchlist (early stage)
09:40:04 | INFO     | Added app 3849740 to watchlist (early stage)
09:40:04 | INFO     | Added app 3853870 to watchlist (early stage)
09:40:04 | INFO     | Added app 3603960 to watchlist (early stage)
09:40:04 | INFO     | Added app 3788230 to watchlist (early stage)
09:40:04 | INFO     | Added app 984610 to watchlist (early stage)
09:40:04 | INFO     | Added app 3857900 to watchlist (early stage)
09:40:04 | INFO     | Added app 1359300 to watchlist (early stage)
09:40:04 | INFO     | Added app 3862020 to watchlist (early stage)
09:40:04 | INFO     | Added app 3839490 to watchlist (early stage)
09:40:04 | INFO     | Added app 3796450 to watchlist (early stage)
09:40:04 | INFO     | Added app 3776000 to watchlist (early stage)
09:40:04 | INFO     | Added app 3855840 to watchlist (early stage)
09:40:04 | INFO     | Added app 1785290 to watchlist (early stage)
09:40:04 | INFO     | Added app 3612130 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851750 to watchlist (early stage)
09:40:04 | INFO     | Added app 3839480 to watchlist (early stage)
09:40:04 | INFO     | Added app 2465300 to watchlist (early stage)
09:40:04 | INFO     | Added app 3782170 to watchlist (early stage)
09:40:04 | INFO     | Added app 3845650 to watchlist (early stage)
09:40:04 | INFO     | Added app 3704330 to watchlist (early stage)
09:40:04 | INFO     | Added app 3651110 to watchlist (early stage)
09:40:04 | INFO     | Added app 3845660 to watchlist (early stage)
09:40:04 | INFO     | Added app 3855930 to watchlist (early stage)
09:40:04 | INFO     | Added app 3853860 to watchlist (early stage)
09:40:04 | INFO     | Added app 3817020 to watchlist (early stage)
09:40:04 | INFO     | Added app 3305010 to watchlist (early stage)
09:40:04 | INFO     | Added app 3724840 to watchlist (early stage)
09:40:04 | INFO     | Added app 3802720 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851890 to watchlist (early stage)
09:40:04 | INFO     | Added app 3821130 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851840 to watchlist (early stage)
09:40:04 | INFO     | Added app 3749490 to watchlist (early stage)
09:40:04 | INFO     | Added app 3264110 to watchlist (early stage)
09:40:04 | INFO     | Added app 3860080 to watchlist (early stage)
09:40:04 | INFO     | Added app 3849840 to watchlist (early stage)
09:40:04 | INFO     | Added app 3825280 to watchlist (early stage)
09:40:04 | INFO     | Added app 3829350 to watchlist (early stage)
09:40:04 | INFO     | Added app 3661430 to watchlist (early stage)
09:40:04 | INFO     | Added app 3858060 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851930 to watchlist (early stage)
09:40:04 | INFO     | Added app 3769940 to watchlist (early stage)
09:40:04 | INFO     | Added app 3839590 to watchlist (early stage)
09:40:04 | INFO     | Added app 2356870 to watchlist (early stage)
09:40:04 | INFO     | Added app 3833450 to watchlist (early stage)
09:40:04 | INFO     | Added app 3849800 to watchlist (early stage)
09:40:04 | INFO     | Added app 3643000 to watchlist (early stage)
09:40:04 | INFO     | Added app 3665470 to watchlist (early stage)
09:40:04 | INFO     | Added app 3712620 to watchlist (early stage)
09:40:04 | INFO     | Added app 3706480 to watchlist (early stage)
09:40:04 | INFO     | Added app 3815100 to watchlist (early stage)
09:40:04 | INFO     | Added app 3534500 to watchlist (early stage)
09:40:04 | INFO     | Added app 3759680 to watchlist (early stage)
09:40:04 | INFO     | Added app 3806810 to watchlist (early stage)
09:40:04 | INFO     | Added app 3810910 to watchlist (early stage)
09:40:04 | INFO     | Added app 3851940 to watchlist (early stage)
09:40:04 | INFO     | Added app 2137770 to watchlist (early stage)
09:40:04 | INFO     | Added app 3847850 to watchlist (early stage)
09:40:04 | INFO     | Added app 3856040 to watchlist (early stage)
09:40:04 | INFO     | Added app 3856050 to watchlist (early stage)
09:40:04 | INFO     | Added app 3833550 to watchlist (early stage)
09:40:04 | INFO     | Added app 3837650 to watchlist (early stage)
09:40:04 | INFO     | Added app 3808980 to watchlist (early stage)
09:40:04 | INFO     | Added app 3813070 to watchlist (early stage)
09:40:04 | INFO     | Added app 3802920 to watchlist (early stage)
09:40:04 | INFO     | Added app 3725090 to watchlist (early stage)
09:40:04 | INFO     | Added app 3839780 to watchlist (early stage)
09:40:04 | INFO     | Added app 3772220 to watchlist (early stage)
09:40:04 | INFO     | Added app 3856180 to watchlist (early stage)
09:40:04 | INFO     | Added app 3823370 to watchlist (early stage)
09:40:04 | INFO     | Added app 3806970 to watchlist (early stage)
09:40:04 | INFO     | Added app 3761970 to watchlist (early stage)
09:40:04 | INFO     | Added app 3577630 to watchlist (early stage)
09:40:04 | INFO     | Added app 3854150 to watchlist (early stage)
09:40:04 | INFO     | Added app 3860190 to watchlist (early stage)
09:40:04 | INFO     | Added app 3860200 to watchlist (early stage)
09:40:04 | INFO     | Added app 3860210 to watchlist (early stage)
09:40:04 | INFO     | Added app 3845920 to watchlist (early stage)
09:40:04 | INFO     | Added app 3796760 to watchlist (early stage)
09:40:04 | INFO     | Added app 3854100 to watchlist (early stage)
09:40:04 | INFO     | Added app 2588500 to watchlist (early stage)
09:40:04 | INFO     | Added app 3829480 to watchlist (early stage)
09:40:04 | INFO     | Added app 3856070 to watchlist (early stage)
09:40:04 | INFO     | Added app 2178890 to watchlist (early stage)
09:40:04 | INFO     | Added app 3852000 to watchlist (early stage)
09:40:04 | INFO     | Added app 3843920 to watchlist (early stage)
09:40:04 | INFO     | Added app 3856190 to watchlist (early stage)
09:40:04 | INFO     | Added app 3854170 to watchlist (early stage)
09:40:04 | INFO     | Added app 3845950 to watchlist (early stage)
09:40:04 | INFO     | Added app 3135310 to watchlist (early stage)
09:40:04 | INFO     | Added app 3835720 to watchlist (early stage)
09:40:04 | INFO     | Added app 3704670 to watchlist (early stage)
09:40:04 | INFO     | Added app 3802990 to watchlist (early stage)
09:40:04 | INFO     | Added app 3850220 to watchlist (early stage)
09:40:04 | INFO     | Added app 3848030 to watchlist (early stage)
09:40:04 | INFO     | Added app 1734500 to watchlist (early stage)
09:40:04 | INFO     | Added app 1841050 to watchlist (early stage)
09:40:04 | INFO     | Added app 3823490 to watchlist (early stage)
09:40:04 | INFO     | Fetched details for 400/420 apps
09:40:04 | INFO     | Added app 3856230 to watchlist (early stage)
09:40:04 | INFO     | Added app 3667900 to watchlist (early stage)
09:40:04 | INFO     | Added app 3536750 to watchlist (early stage)
09:40:04 | INFO     | Added app 3733440 to watchlist (early stage)
09:40:04 | INFO     | Added app 3772330 to watchlist (early stage)
09:40:04 | INFO     | Added app 2949070 to watchlist (early stage)
09:40:04 | INFO     | Added app 3860400 to watchlist (early stage)
09:40:04 | INFO     | Added app 3846000 to watchlist (early stage)
09:40:04 | INFO     | Added app 3827630 to watchlist (early stage)
09:40:04 | INFO     | Added app 3829730 to watchlist (early stage)
09:40:04 | INFO     | Added app 3844030 to watchlist (early stage)
09:40:04 | INFO     | Added app 3774340 to watchlist (early stage)
09:40:04 | INFO     | Added app 3270590 to watchlist (early stage)
09:40:04 | INFO     | Added app 3860450 to watchlist (early stage)
09:40:04 | INFO     | Added app 3858370 to watchlist (early stage)
09:40:04 | INFO     | Added app 3426240 to watchlist (early stage)
09:40:04 | INFO     | Added app 3846050 to watchlist (early stage)
09:40:04 | INFO     | Added app 3774440 to watchlist (early stage)
09:40:04 | INFO     | Added app 3848180 to watchlist (early stage)
09:40:04 | INFO     | Added app 3844060 to watchlist (early stage)
09:40:04 | INFO     | Discovery summary: 420 apps processed, 49 released (filtered), 215 early-stage (watchlisted), 156 public unreleased, 0 minimal data
09:40:04 | INFO     | Added 215 new apps to watchlist
09:40:04 | INFO     | Exported 156 rows to /home/ec2-user/steam_scraper/exports/new_games_2025-07-08.csv
09:40:04 | INFO     | Sending email to 3 recipients
09:40:06 | INFO     | Email sent successfully to michaelwang970403@gmail.com (1/3)
09:40:08 | INFO     | Email sent successfully to rocky.yin@thatgamecompany.com (2/3)
09:40:12 | INFO     | Email sent successfully to lancy.zhan@thatgamecompany.com (3/3)
09:40:12 | INFO     | Email sending complete: 3 successful, 0 failed
09:40:12 | INFO     | Finished.
Traceback (most recent call last):
  File "/home/ec2-user/steam_scraper/steam_daily.py", line 187, in <module>
    def fetch_follower_count(appid: int, session: requests.Session = None) -> int | None:
TypeError: unsupported operand type(s) for |: 'type' and 'NoneType'
Traceback (most recent call last):
  File "/home/ec2-user/steam_scraper/steam_daily.py", line 13, in <module>
    from dateutil import parser as dateparser
ModuleNotFoundError: No module named 'dateutil'
09:40:01 | INFO     | Starting Steam daily crawler …
09:40:01 | INFO     | Known app count: 256029
09:40:01 | INFO     | Watchlist app count: 517
09:40:02 | INFO     | Detected 208 new app_ids. Fetching details …
09:40:02 | WARNING  | Follower fetch failed for 3801620: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3801100: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3716130: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3863070: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3833380: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3861570: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3578930: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3594240: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3612710: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3854400: not well-formed (invalid token): line 56, column 44
09:40:02 | INFO     | Added app 3875910 to watchlist (early stage)
09:40:02 | WARNING  | Follower fetch failed for 3826220: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3844160: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3868240: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3802200: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3809880: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3869790: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 2793580: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3862130: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3835510: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3749990: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3838590: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3739270: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3869830: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3781260: not well-formed (invalid token): line 56, column 44
09:40:02 | WARNING  | Follower fetch failed for 3712090: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3712090/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3818640: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3818640/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3862160: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862160/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3864230: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3864230/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3806340: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3806340/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3700370: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3700370/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3682990: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3682990/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3862190: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862190/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3807420: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3807420/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3865780: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865780/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3866290: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3866290/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3846340: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3846340/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3865800: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865800/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3865790: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865790/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3757250: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3757250/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3862210: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862210/memberslistxml/?xml=1
09:40:02 | WARNING  | Follower fetch failed for 3861170: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3861170/memberslistxml/?xml=1
09:40:02 | INFO     | Added app 3875550 to watchlist (early stage)
09:40:02 | WARNING  | Follower fetch failed for 3855550: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3855550/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 1860290: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/1860290/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3811530: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3811530/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3708620: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3708620/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3862230: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862230/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865820: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865820/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3864780: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3864780/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3870930: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3870930/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3862200: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862200/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3869390: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3869390/memberslistxml/?xml=1
09:40:03 | WARNING  | Wishlist rank fetch failed for 3358250: 403 Client Error: Forbidden for url: https://steamdb.info/app/3358250/
09:40:03 | INFO     | Added app 3868930 to watchlist (early stage)
09:40:03 | WARNING  | Follower fetch failed for 3862220: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862220/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3864290: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3864290/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865810: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865810/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3862260: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862260/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3868390: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3868390/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3836140: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3836140/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3861740: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3861740/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3800820: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3800820/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3849930: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3849930/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865850: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865850/memberslistxml/?xml=1
09:40:03 | INFO     | Fetched details for 100/208 apps
09:40:03 | WARNING  | Follower fetch failed for 3811550: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3811550/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3862310: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862310/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865870: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865870/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3840790: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3840790/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3862280: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862280/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865880: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865880/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865340: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865340/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3820260: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3820260/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3872020: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3872020/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 2918700: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/2918700/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3872010: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3872010/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3810600: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3810600/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3862270: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3862270/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865900: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865900/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3725110: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3725110/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3865910: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3865910/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3867390: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3867390/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3867450: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3867450/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3822840: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3822840/memberslistxml/?xml=1
09:40:03 | WARNING  | Follower fetch failed for 3689230: 429 Client Error: Too Many Requests for url: https://steamcommunity.com/games/3689230/memberslistxml/?xml=1
