type,name,steam_appid,developers,publishers,header_image,website,categories,genres,steam_url,detection_stage,api_response_type,discovery_date
game,Dubai Chocolate Simulator,3812310,Goldbay,Goldbay,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3812310/23d302738d6e16358fb0f09f434503e5ceff7326/header.jpg?t=1751888015,,Single-player;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3812310,public_unreleased,full_details,2025-07-07
game,Block Pile,3855840,FishBox,FishBox,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3855840/336fcebf34bd913c937612a678a46988d7378763/header.jpg?t=1751903150,,Single-player;Family Sharing,Casual;Indie,https://store.steampowered.com/app/3855840,public_unreleased,full_details,2025-07-07
demo,Dark Runes: Forbidden Origin,3712620,暴风雨,暴风雨,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3712620/a2947f50708e5fb4cbdadffc8200f4926ed6f68e/header.jpg?t=1751846647,,Single-player;Game demo;Camera Comfort;Custom Volume Controls;Keyboard Only Option;Save Anytime;Steam Cloud;Steam Leaderboards,,https://store.steampowered.com/app/3712620,public_unreleased,full_details,2025-07-07
game,Home for Friends: Beloved Pets Collector's Edition,3851370,Do Games Limited,Do Games Limited,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3851370/e84d6baa0f327ee8d7cc82110d3b02aefa254460/header.jpg?t=1751884927,,Single-player;Steam Achievements;Family Sharing,Adventure;Casual,https://store.steampowered.com/app/3851370,public_unreleased,full_details,2025-07-07
game,Faros,3833450,LuxCor Studios;Patrick Burton,LuxCor Studios,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3833450/9e0bf7f667a368c0277936a4daa685ce00ff843d/header.jpg?t=1751895857,,Single-player;Full controller support;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3833450,public_unreleased,full_details,2025-07-07
game,Seven Nexus,3603420,Heartskip Games,BLits Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3603420/d781df511e48ff63b09f5a4f642b7d8eae884eb8/header.jpg?t=1751893543,https://www.blitsgames.com/,Single-player;Steam Achievements;Family Sharing,Simulation,https://store.steampowered.com/app/3603420,public_unreleased,full_details,2025-07-07
game,US Visual Novel,3851750,Us Studio,Plug In Digital,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3851750/ba844d8a7ae1dbc12e704c768220196f42e76da1/header.jpg?t=1751897813,,Single-player;Family Sharing,Adventure,https://store.steampowered.com/app/3851750,public_unreleased,full_details,2025-07-07
game,Janitori,3234290,LosJulbas;Rospaw;PatonkiMies; santsuuu;whimsy32;alien.kaba,LosJulbas,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3234290/fba6f7d9a2ca767c95d39129095ea41ba6059205/header.jpg?t=1751899731,,Single-player;Steam Achievements;Custom Volume Controls;Stereo Sound;Surround Sound,Indie;Free To Play,https://store.steampowered.com/app/3234290,public_unreleased,full_details,2025-07-07
game,EX EZ,3772910,Excorp,Excorp,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3772910/a9b4d00b3c5bd8180a859ec2680d295246702470/header.jpg?t=1751854366,,,Free To Play;Video Production,https://store.steampowered.com/app/3772910,public_unreleased,full_details,2025-07-07
game,The Anointed: Heart of David,3840620,IMD Interactive,IMD Interactive,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3840620/e417ddd7dd8d3e76114e3544a14c124715f45000/header.jpg?t=1751901302,https://www.anointedgame.com/,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Save Anytime;Stereo Sound;Surround Sound;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV;Remote Play Together;HDR available;Family Sharing;Steam Timeline,Action;Adventure;RPG,https://store.steampowered.com/app/3840620,public_unreleased,full_details,2025-07-07
game,Ancient Archer,3824100,Primitive Realms,Primitive Realms,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3824100/0c58c2ff45214b396a706bb9f5459d29dc9b0480/header.jpg?t=1751903960,https://primitiverealms.com/,Single-player;Steam Achievements;Custom Volume Controls;Mouse Only Option;Family Sharing,Indie,https://store.steampowered.com/app/3824100,public_unreleased,full_details,2025-07-07
game,Metamory,3684670,Metamory,Metamory,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3684670/1f5da629b88d9287bb035e3ddddfbc92ac0ad898/header.jpg?t=1751869578,https://metamory.cc,Playable without Timed Input,Free To Play;Utilities,https://store.steampowered.com/app/3684670,public_unreleased,full_details,2025-07-07
game,Ruby and The Lost Crystals,3807810,Ruby's Team,SAE-Institute Geneva,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3807810/9265b58e17635162722ab68266b10e4244c8ab90/header.jpg?t=1751833726,,Single-player;Partial Controller Support,Adventure;Casual;Indie;Free To Play,https://store.steampowered.com/app/3807810,public_unreleased,full_details,2025-07-07
game,Mazzy,3852740,YLGames,Shepherd Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3852740/691f8d65b316a787b13bb99285940c21814cbb9a/header.jpg?t=1751854855,,Single-player,Casual;Indie;RPG;Strategy;Free To Play,https://store.steampowered.com/app/3852740,public_unreleased,full_details,2025-07-07
game,SOS (Save Our Ship),3812730,Skyfect Studio,Skyfect,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3812730/934cad599ecbbc220a9c733a35173ddbcfbf11b1/header.jpg?t=1751904908,https://skyfect.com,Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Steam Workshop;In-App Purchases;Steam Cloud;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3812730,public_unreleased,full_details,2025-07-07
game,Croc Legend of the Gobbos,3043940,Titanium Studios;Big Boat Interactive,Argonaut Games,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3043940/b9c55f655b492d2dbcb149760f164b7eca8b5ce2/header.jpg?t=1751903546,,Single-player;Steam Achievements;Full controller support;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3043940,public_unreleased,full_details,2025-07-07
demo,Ancient Archer Demo,3824120,Primitive Realms;Primitive Realms,Primitive Realms,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3824120/0c58c2ff45214b396a706bb9f5459d29dc9b0480/header.jpg?t=1751879857,https://ancientarcher.com/,Single-player;Game demo;Custom Volume Controls;Mouse Only Option,,https://store.steampowered.com/app/3824120,public_unreleased,full_details,2025-07-07
