type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,discovery_date
game,Odd Things,3677080,Sturmjager,Sturmjager Studios,,Single-player;Full controller support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3677080,public_unreleased,full_details,False,Coming soon,"A puzzle-platformer with retro Flash vibes, dark humor, and a quiet story hidden inside strange, hand-drawn episodes.",English;French;Italian;German;Spanish - Spain;Arabic;Bulgarian;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Indonesian;Japanese;Korean;Norwegian;Polish;Portuguese - Brazil;Portuguese - Portugal;Romanian;Russian;Simplified Chinese;Spanish - Latin America;Swedish;Thai;Traditional Chinese;Turkish;Ukrainian;Vietnamese;Afrikaans;Albanian;Amharic;Armenian;Assamese;Azerbaijani;Bangla;Basque;Belarusian;Bosnian;Catalan;Cherokee;Croatian;Dari;Estonian;Filipino;Galician;Georgian;Gujarati;Hausa;Hebrew;Hindi;Icelandic;Igbo;Irish;K'iche';Kannada;Kazakh;Khmer;Kinyarwanda;Konkani;Kyrgyz;Latvian;Lithuanian;Luxembourgish;Macedonian;Malay;Malayalam;Maltese;Maori;Marathi;Mongolian;Nepali;Odia;Persian;Punjabi (Gurmukhi);Punjabi (Shahmukhi);Quechua;Scots;Serbian;Sindhi;Sinhala;Slovak;Slovenian;Sorani;Sotho;Swahili;Tajik;Tamil;Tatar;Telugu;Tigrinya;Tswana;Turkmen;Urdu;Uyghur;Uzbek;Valencian;Welsh;Wolof;Xhosa;Yoruba;Zulu,2025-07-08
music,Mythic Mire Soundtrack,3859280,resnijars,resnijars,,,,https://store.steampowered.com/app/3859280,public_unreleased,full_details,False,July 2025,The OST for the game Mythic Mire - includes 36 tracks!,,2025-07-08
game,Paper Xian,3748740,张楠,张楠,,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Keyboard Only Option;Playable without Timed Input;Remote Play Together;Family Sharing,Casual;Indie;RPG;Simulation;Strategy,https://store.steampowered.com/app/3748740,public_unreleased,full_details,False,Coming soon,"&quot;Paper Xian&quot; is a xianxia roguelike survival game featuring unique paper-cut art. Defend against 20 monster waves with auto-attacks, upgrade skills between rounds, and join sects for special boosts. Enjoy fast 30-min runs with local co-op support. More characters &amp; sects coming soon!",Simplified Chinese,2025-07-08
game,Rebel Core: Awakens,3763120,"Atom Switch, Inc.",TBD,https://www.rebelcoregame.com/,Single-player;Full controller support;Family Sharing,Action;Adventure;Indie,https://store.steampowered.com/app/3763120,public_unreleased,full_details,False,To be announced,"A sci-fi action platformer where players can jump, shoot, slash, and shield their way through the 8 Core Robotics and their domains. Conquer levels and bosses in any order and defeat them all to reach the The Citadel - along with the robotic Council that has conquered humanity.",English,2025-07-08
dlc,Summer Wear Set - WorldNeverland - Daily Life in the Elnea Kingdom,3828630,althi Inc.,althi Inc.,http://www.althi.co.jp/,Single-player;Downloadable Content;Full controller support;Steam Cloud;Family Sharing,Indie;RPG;Simulation,https://store.steampowered.com/app/3828630,public_unreleased,full_details,False,Coming soon,"Stay cool and stylish this summer! This set features summer-themed outfits, light gear, and refreshing hair dye colors to match the season. Dress for the weather and enjoy a sunny day in Elnea Kingdom!",English;Japanese,2025-07-08
game,Nighttime Runners,3840910,Voidea Games,Voidea Games,,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Casual;Massively Multiplayer;Free To Play;Early Access,https://store.steampowered.com/app/3840910,public_unreleased,full_details,False,Coming soon,"Nighttime Runners is a free to play, large scale, asymmetric, casually competitive, multiplayer game.  40 Runners are pitted against 8 Seekers trained to hunt them down. Use what you have to increase your odds! Items, Pings, Gear, Parkour, prox chat, whatever it takes to complete your objective. ",*;*,2025-07-08
game,Rhythm of Resistance,3269550,NetherMoon Game Studio,NetherMoon Game Studio,http://rhythmofresistance.com,Single-player;Full controller support;Family Sharing,Action;Adventure,https://store.steampowered.com/app/3269550,public_unreleased,full_details,False,2026,"Rhythm of Resistance is a rhythm metroidvania where your playlist is your weapon. Fight to the beat, explore a forbidden past, and play music to restore culture in a silenced future. Every beat, a rebellion. Every song, a revolution.",English;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil,2025-07-08
game,Black Smith : The Gambler,3855200,Hestia Studio,Hestia Studio,,Single-player;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Family Sharing,Casual;Simulation,https://store.steampowered.com/app/3855200,public_unreleased,full_details,False,July 2025,"After enhancing your weapons, sell them in the shop to earn money, and reinvest those funds to further increase your weapon enhancement success rates. This is a simulation game where you gradually raise your probabilities step by step and challenge the final stage of weapon enhancement.",English;French;German;Spanish - Spain;Japanese;Simplified Chinese;Portuguese - Brazil;Polish;Korean,2025-07-08
game,Tired of Being the Hero,3849030,Tired Hero Games,Tired Hero Games,,Single-player;Family Sharing,Action;RPG,https://store.steampowered.com/app/3849030,public_unreleased,full_details,False,Coming soon,"As a retired hero, lead and train your villagers to stand against relentless monster attacks. Assign roles, motivate your team, upgrade townsfolk, unlock powerful abilities, and adapt your strategy to outlast the next assault. TBH is a first-person fantasy action RPG with a strategy twist.",*;*,2025-07-08
game,Terra Factoria,3760980,Murray Smith,Murray Smith,https://discord.gg/9AFxdgsEUJ,Single-player;Full controller support;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Save Anytime;Subtitle Options;Touch Only Option;Family Sharing,Casual;Strategy,https://store.steampowered.com/app/3760980,public_unreleased,full_details,False,2026,A Relaxing Automation Roguelike with city-builder elements. Build a satisfying chain of resource production to get rich and expand your city. Use your money to purchase relics that bend the rules in your favor. Endless combinations await!,"*;, French;*;, Italian;*;, German;*;, Spanish - Spain;*;, Arabic;*;, Bulgarian;*;, Czech;*;, Danish;*;, Dutch;*;, Finnish;*;, Greek;*;, Hungarian;*;, Indonesian;*;, Japanese;*;, Korean;*;, Norwegian;*;, Polish;*;, Portuguese - Brazil;*;, Portuguese - Portugal;*;, Romanian;*;, Russian;*;, Simplified Chinese;*;, Spanish - Latin America;*;, Swedish;*;, Thai;*;, Traditional Chinese;*;, Turkish;*;, Ukrainian;*;, Vietnamese;*;, Afrikaans, Albanian, Amharic, Armenian, Assamese, Azerbaijani, Bangla, Basque, Belarusian, Bosnian, Catalan, Cherokee, Croatian, Dari, Estonian, Filipino, Galician, Georgian, Gujarati, Hausa, Hebrew, Hindi, Icelandic, Igbo, Irish, K'iche', Kannada, Kazakh, Khmer, Kinyarwanda, Konkani, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Persian, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Quechua, Scots, Serbian, Sindhi, Sinhala, Slovak, Slovenian, Sorani, Sotho, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Urdu, Uyghur, Uzbek, Valencian, Welsh, Wolof, Xhosa, Yoruba, Zulu;*",2025-07-08
game,Wheelchair Wizards,3832630,Chromatophore Games,Chromatophore Games,,Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Custom Volume Controls;Playable without Timed Input;Steam Leaderboards,Action;Casual;Indie;Free To Play,https://store.steampowered.com/app/3832630,public_unreleased,full_details,False,July 2025,Wheelchair Wizards is a 4 player party game where you battle your friends while upgrading your wizard.,*;*,2025-07-08
game,Dubai Chocolate Simulator,3812310,Goldbay,Goldbay,,Single-player;Family Sharing,Adventure;Indie;Simulation,https://store.steampowered.com/app/3812310,public_unreleased,full_details,False,Coming soon,"An Arab man asks you to make Dubai chocolate. Box, race horses, complete obstacle courses, defeat enemies, and gather ingredients to craft the Dubai chocolate!",*;*,2025-07-08
dlc,EndlessAlice: Lea Swimsuit,3818470,HowlingRain;台灣響雨互娛;響雨@OSAKA,,https://www.endlessalice.com/,Single-player;Multi-player;Co-op;Online Co-op;Downloadable Content;Steam Achievements;Full controller support;Steam Cloud;Stats;Remote Play on TV;Family Sharing,Action;Adventure;Indie;RPG,https://store.steampowered.com/app/3818470,public_unreleased,full_details,False,Coming soon,You must have the main game program on Steam to play this content.,English;Traditional Chinese;Japanese;Simplified Chinese,2025-07-08
game,Seven Nexus,3603420,Heartskip Games,BLits Games,https://www.blitsgames.com/,Single-player;Steam Achievements;Family Sharing,Simulation,https://store.steampowered.com/app/3603420,public_unreleased,full_details,False,Coming soon,"Seven Nexus is an Adult BL/Gay Visual Novel about Grey, a man who dies but can’t go to Heaven or Hell. He must complete the Seven Trials on Earth, accompanied by two Guardians: an angel and a devil. Each choice draws Grey toward virtue or sin… and into deeper intimacy with his Guardians.",English,2025-07-08
game,The Warrens,3779480,"Haunted Window, LLC","Haunted Window, LLC",https://hauntedwindow.com,Single-player;Full controller support;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Surround Sound;Family Sharing,Action;Indie,https://store.steampowered.com/app/3779480,public_unreleased,full_details,False,October 2025,An atmospheric first-person horror immersive sim where you use an array of unusual items to escape a murderous cult of rabbit-headed men from a nightmare world.,English,2025-07-08
game,Purrates,3795950,Team Jeans,Team Jeans,,Single-player,Adventure;Casual;Indie;Free To Play,https://store.steampowered.com/app/3795950,public_unreleased,full_details,False,Coming soon,Purrates is a point &amp; click adventure about cat pirates solving a great mystery. Embrace the pirate's duties with captain Clawdius Whiskers &amp; reassemble the ship's crew scattered across the island. Craft items to solve various puzzles &amp; win back the favor of your fellow purrates!,English,2025-07-08
